movieId,title,genres,budget,runtime,release_year,is_sequel,avg_critic_score,director_id,production_cost,has_subtitles,genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Fantasy,genre_Horror,genre_Sci-Fi,genre_Thriller
49,Movie 49 (2024),Fantasy|Animation,67000000,168,1999,0,6.3,197,1640000,1,0,0,1,0,0,0,0,0,1,0,0,0
50,Movie 50 (2024),Crime,17000000,124,1990,1,4.3,273,3530000,0,0,0,0,0,0,1,0,0,0,0,0,0
51,Movie 51 (2024),Adventure|Action,45000000,172,2003,0,3.4,318,1120000,1,1,1,0,0,0,0,0,0,0,0,0,0
52,Movie 52 (2024),Documentary|Fantasy|Adventure,165000000,169,2021,0,5.4,340,3230000,1,0,1,0,0,0,0,1,0,1,0,0,0
53,Movie 53 (2024),Horror|Adventure,38000000,175,2022,0,7.5,177,4410000,0,0,1,0,0,0,0,0,0,0,1,0,0
54,Movie 54 (2024),Sci-Fi,61000000,154,2022,0,7.2,287,2160000,1,0,0,0,0,0,0,0,0,0,0,1,0
55,Movie 55 (2024),Children,36000000,130,2000,0,7.3,171,1710000,0,0,0,0,1,0,0,0,0,0,0,0,0
56,Movie 56 (2024),Action,61000000,174,2022,0,7.2,9,1000000,1,1,0,0,0,0,0,0,0,0,0,0,0
57,Movie 57 (2024),Thriller|Children,78000000,102,2000,1,2.5,391,4090000,1,0,0,0,1,0,0,0,0,0,0,0,1
58,Movie 58 (2024),Animation,16000000,150,1994,0,3.6,68,4190000,0,0,0,1,0,0,0,0,0,0,0,0,0
59,Movie 59 (2024),Animation|Action,69000000,90,2006,1,3.9,383,1080000,1,1,0,1,0,0,0,0,0,0,0,0,0
60,Movie 60 (2024),Crime|Documentary,69000000,120,2022,0,4.8,193,1170000,1,0,0,0,0,0,1,1,0,0,0,0,0
61,Movie 61 (2024),Children|Documentary|Animation,183000000,154,2023,0,7.4,329,2060000,1,0,0,1,1,0,0,1,0,0,0,0,0
62,Movie 62 (2024),Children,164000000,93,2002,0,6.2,276,2170000,0,0,0,0,1,0,0,0,0,0,0,0,0
63,Movie 63 (2024),Adventure|Children,181000000,129,1991,0,7.9,253,840000,1,0,1,0,1,0,0,0,0,0,0,0,0
64,Movie 64 (2024),Action|Documentary|Crime,73000000,115,2023,0,4.9,201,910000,1,1,0,0,0,0,1,1,0,0,0,0,0
65,Movie 65 (2024),Fantasy|Drama|Children,142000000,114,1994,1,8.0,73,2650000,0,0,0,0,1,0,0,0,1,1,0,0,0
66,Movie 66 (2024),Sci-Fi|Fantasy,149000000,175,2019,1,4.2,199,520000,0,0,0,0,0,0,0,0,0,1,0,1,0
67,Movie 67 (2024),Fantasy|Thriller,16000000,141,2024,0,8.6,449,900000,0,0,0,0,0,0,0,0,0,1,0,0,1
68,Movie 68 (2024),Action,156000000,156,2020,0,3.1,152,2420000,0,1,0,0,0,0,0,0,0,0,0,0,0
69,Movie 69 (2024),Thriller,125000000,123,1994,0,3.4,79,740000,1,0,0,0,0,0,0,0,0,0,0,0,1
70,Movie 70 (2024),Action,140000000,120,2023,1,6.4,89,2980000,1,1,0,0,0,0,0,0,0,0,0,0,0
71,Movie 71 (2024),Sci-Fi,30000000,140,2015,0,3.4,120,620000,1,0,0,0,0,0,0,0,0,0,0,1,0
72,Movie 72 (2024),Crime|Thriller,87000000,138,2006,0,3.0,240,1190000,1,0,0,0,0,0,1,0,0,0,0,0,1
73,Movie 73 (2024),Adventure|Documentary,169000000,117,2023,0,8.0,171,2000000,0,0,1,0,0,0,0,1,0,0,0,0,0
74,Movie 74 (2024),Documentary,83000000,104,2002,0,4.4,313,4670000,0,0,0,0,0,0,0,1,0,0,0,0,0
75,Movie 75 (2024),Documentary|Fantasy|Action,4000000,156,2000,0,7.9,385,3790000,0,1,0,0,0,0,0,1,0,1,0,0,0
76,Movie 76 (2024),Documentary,79000000,93,2024,0,4.8,144,590000,1,0,0,0,0,0,0,1,0,0,0,0,0
77,Movie 77 (2024),Action,171000000,108,2019,1,3.8,194,2120000,1,1,0,0,0,0,0,0,0,0,0,0,0
78,Movie 78 (2024),Fantasy,131000000,110,2003,0,3.8,427,570000,0,0,0,0,0,0,0,0,0,1,0,0,0
79,Movie 79 (2024),Action,164000000,134,2021,0,9.2,413,1850000,1,1,0,0,0,0,0,0,0,0,0,0,0
80,Movie 80 (2024),Fantasy|Children,176000000,120,2018,0,5.8,479,3350000,1,0,0,0,1,0,0,0,0,1,0,0,0
81,Movie 81 (2024),Drama|Animation,32000000,141,2019,0,7.4,82,4330000,1,0,0,1,0,0,0,0,1,0,0,0,0
82,Movie 82 (2024),Action|Children|Animation,117000000,91,2000,1,8.2,67,3710000,0,1,0,1,1,0,0,0,0,0,0,0,0
83,Movie 83 (2024),Adventure|Action,192000000,92,1996,0,6.5,187,530000,1,1,1,0,0,0,0,0,0,0,0,0,0
84,Movie 84 (2024),Adventure|Drama,26000000,126,2007,1,8.6,313,2460000,1,0,1,0,0,0,0,0,1,0,0,0,0
85,Movie 85 (2024),Children|Action,182000000,134,2006,1,3.1,2,1990000,0,1,0,0,1,0,0,0,0,0,0,0,0
86,Movie 86 (2024),Thriller,194000000,111,2000,0,9.2,158,520000,1,0,0,0,0,0,0,0,0,0,0,0,1
87,Movie 87 (2024),Thriller|Adventure|Fantasy,7000000,170,2002,0,4.3,328,4940000,0,0,1,0,0,0,0,0,0,1,0,0,1
88,Movie 88 (2024),Fantasy|Horror,49000000,171,2006,0,7.8,477,4750000,0,0,0,0,0,0,0,0,0,1,1,0,0
89,Movie 89 (2024),Children,160000000,100,2007,1,6.0,343,4750000,0,0,0,0,1,0,0,0,0,0,0,0,0
90,Movie 90 (2024),Comedy,147000000,174,2014,1,9.8,22,2640000,0,0,0,0,0,1,0,0,0,0,0,0,0
91,Movie 91 (2024),Children|Fantasy|Horror,185000000,151,2023,0,7.8,200,4000000,1,0,0,0,1,0,0,0,0,1,1,0,0
92,Movie 92 (2024),Animation|Comedy,120000000,177,2021,0,7.8,273,4570000,0,0,0,1,0,1,0,0,0,0,0,0,0
93,Movie 93 (2024),Crime|Fantasy,166000000,85,1991,0,9.0,220,4850000,1,0,0,0,0,0,1,0,0,1,0,0,0
94,Movie 94 (2024),Horror|Comedy|Crime,166000000,97,2024,0,3.5,269,1040000,1,0,0,0,0,1,1,0,0,0,1,0,0
95,Movie 95 (2024),Animation|Sci-Fi,83000000,137,2012,0,7.2,167,1300000,1,0,0,1,0,0,0,0,0,0,0,1,0
96,Movie 96 (2024),Thriller,70000000,110,2009,0,6.5,24,4910000,1,0,0,0,0,0,0,0,0,0,0,0,1
97,Movie 97 (2024),Drama|Crime|Animation,82000000,119,2022,0,9.0,460,3500000,0,0,0,1,0,0,1,0,1,0,0,0,0
98,Movie 98 (2024),Adventure,69000000,163,2003,1,9.6,267,3650000,0,0,1,0,0,0,0,0,0,0,0,0,0
99,Movie 99 (2024),Action|Documentary|Thriller,152000000,112,1994,0,3.5,160,500000,1,1,0,0,0,0,0,1,0,0,0,0,1
100,Movie 100 (2024),Documentary|Comedy|Crime,148000000,101,2019,0,4.9,438,4890000,1,0,0,0,0,1,1,1,0,0,0,0,0
101,Movie 101 (2024),Comedy,40000000,154,2011,1,9.0,250,2000000,1,0,0,0,0,1,0,0,0,0,0,0,0
102,Movie 102 (2024),Drama|Action,85000000,149,2011,1,3.0,400,790000,1,1,0,0,0,0,0,0,1,0,0,0,0
103,Movie 103 (2024),Thriller,53000000,110,2000,0,6.0,14,2800000,0,0,0,0,0,0,0,0,0,0,0,0,1
104,Movie 104 (2024),Documentary|Action,145000000,101,2024,1,6.5,233,2000000,1,1,0,0,0,0,0,1,0,0,0,0,0
105,Movie 105 (2024),Horror|Children,183000000,131,2018,0,8.4,28,1390000,1,0,0,0,1,0,0,0,0,0,1,0,0
106,Movie 106 (2024),Sci-Fi|Drama|Children,195000000,98,2023,1,6.1,112,850000,0,0,0,0,1,0,0,0,1,0,0,1,0
107,Movie 107 (2024),Thriller,20000000,174,2008,1,3.5,211,3240000,0,0,0,0,0,0,0,0,0,0,0,0,1
108,Movie 108 (2024),Adventure|Fantasy,16000000,108,1994,1,4.8,78,4020000,0,0,1,0,0,0,0,0,0,1,0,0,0
109,Movie 109 (2024),Crime|Sci-Fi,57000000,178,2021,1,9.9,16,2510000,1,0,0,0,0,0,1,0,0,0,0,1,0
110,Movie 110 (2024),Crime|Documentary,146000000,172,2004,1,6.8,378,1490000,0,0,0,0,0,0,1,1,0,0,0,0,0
111,Movie 111 (2024),Animation|Sci-Fi,55000000,149,2012,0,3.9,133,4400000,0,0,0,1,0,0,0,0,0,0,0,1,0
112,Movie 112 (2024),Documentary|Children,11000000,166,2002,0,7.1,111,3770000,0,0,0,0,1,0,0,1,0,0,0,0,0
113,Movie 113 (2024),Documentary|Children,18000000,178,1995,0,5.0,149,1840000,1,0,0,0,1,0,0,1,0,0,0,0,0
114,Movie 114 (2024),Comedy|Adventure|Crime,14000000,118,2004,0,8.6,4,2070000,0,0,1,0,0,1,1,0,0,0,0,0,0
115,Movie 115 (2024),Children,169000000,130,2000,1,3.2,478,4970000,1,0,0,0,1,0,0,0,0,0,0,0,0
116,Movie 116 (2024),Documentary|Children,15000000,106,1995,0,5.1,311,3600000,0,0,0,0,1,0,0,1,0,0,0,0,0
117,Movie 117 (2024),Documentary,54000000,88,2003,0,6.7,121,900000,1,0,0,0,0,0,0,1,0,0,0,0,0
118,Movie 118 (2024),Comedy|Crime|Drama,171000000,176,2007,0,9.8,164,3530000,1,0,0,0,0,1,1,0,1,0,0,0,0
119,Movie 119 (2024),Thriller|Documentary|Comedy,140000000,133,1999,0,4.1,110,2040000,0,0,0,0,0,1,0,1,0,0,0,0,1
120,Movie 120 (2024),Children,8000000,157,2016,0,2.5,472,2000000,1,0,0,0,1,0,0,0,0,0,0,0,0
121,Movie 121 (2024),Horror|Children|Adventure,2000000,121,2024,0,7.2,91,4130000,0,0,1,0,1,0,0,0,0,0,1,0,0
122,Movie 122 (2024),Comedy|Documentary|Horror,24000000,175,2003,0,7.8,243,2000000,0,0,0,0,0,1,0,1,0,0,1,0,0
123,Movie 123 (2024),Fantasy,111000000,134,2024,1,3.6,98,4640000,1,0,0,0,0,0,0,0,0,1,0,0,0
124,Movie 124 (2024),Comedy,104000000,81,1995,0,3.8,204,3640000,1,0,0,0,0,1,0,0,0,0,0,0,0
125,Movie 125 (2024),Thriller|Adventure,34000000,160,2018,0,9.1,188,3610000,0,0,1,0,0,0,0,0,0,0,0,0,1
126,Movie 126 (2024),Action,29000000,121,1997,0,8.3,20,2130000,0,1,0,0,0,0,0,0,0,0,0,0,0
127,Movie 127 (2024),Fantasy,190000000,161,1990,0,6.4,254,1500000,1,0,0,0,0,0,0,0,0,1,0,0,0
128,Movie 128 (2024),Documentary|Drama|Thriller,60000000,157,1996,0,6.8,407,4520000,0,0,0,0,0,0,0,1,1,0,0,0,1
129,Movie 129 (2024),Sci-Fi|Thriller,125000000,167,2018,0,5.0,341,4470000,1,0,0,0,0,0,0,0,0,0,0,1,1
130,Movie 130 (2024),Sci-Fi|Horror|Fantasy,159000000,147,2024,0,6.4,467,1460000,1,0,0,0,0,0,0,0,0,1,1,1,0
131,Movie 131 (2024),Crime|Fantasy,181000000,160,2019,0,4.9,350,2550000,0,0,0,0,0,0,1,0,0,1,0,0,0
132,Movie 132 (2024),Horror,145000000,162,2009,0,8.7,49,950000,0,0,0,0,0,0,0,0,0,0,1,0,0
133,Movie 133 (2024),Animation,94000000,97,2021,0,4.4,402,3630000,1,0,0,1,0,0,0,0,0,0,0,0,0
134,Movie 134 (2024),Adventure|Comedy,185000000,131,2011,1,4.5,261,4770000,1,0,1,0,0,1,0,0,0,0,0,0,0
135,Movie 135 (2024),Drama|Horror|Comedy,95000000,106,1996,0,3.3,451,1570000,1,0,0,0,0,1,0,0,1,0,1,0,0
136,Movie 136 (2024),Horror|Drama|Action,3000000,84,2013,0,9.0,64,2760000,1,1,0,0,0,0,0,0,1,0,1,0,0
137,Movie 137 (2024),Action,170000000,163,2012,0,6.6,29,1870000,0,1,0,0,0,0,0,0,0,0,0,0,0
138,Movie 138 (2024),Action|Sci-Fi|Animation,140000000,92,2006,1,5.7,395,4070000,1,1,0,1,0,0,0,0,0,0,0,1,0
139,Movie 139 (2024),Children,25000000,152,1994,0,2.8,432,2880000,1,0,0,0,1,0,0,0,0,0,0,0,0
140,Movie 140 (2024),Children,197000000,113,2020,0,8.8,101,4470000,0,0,0,0,1,0,0,0,0,0,0,0,0
141,Movie 141 (2024),Drama,178000000,110,2016,1,4.6,301,4750000,0,0,0,0,0,0,0,0,1,0,0,0,0
142,Movie 142 (2024),Adventure,130000000,130,1992,0,8.8,347,3950000,0,0,1,0,0,0,0,0,0,0,0,0,0
143,Movie 143 (2024),Adventure|Thriller|Children,102000000,114,1991,0,8.7,185,4570000,0,0,1,0,1,0,0,0,0,0,0,0,1
144,Movie 144 (2024),Crime|Documentary,4000000,116,1999,0,9.7,333,1400000,1,0,0,0,0,0,1,1,0,0,0,0,0
145,Movie 145 (2024),Horror|Thriller,54000000,115,2006,0,6.0,55,970000,0,0,0,0,0,0,0,0,0,0,1,0,1
146,Movie 146 (2024),Drama|Horror|Action,65000000,133,2024,0,4.5,427,2800000,0,1,0,0,0,0,0,0,1,0,1,0,0
147,Movie 147 (2024),Documentary|Comedy,51000000,132,2008,0,8.4,152,1610000,1,0,0,0,0,1,0,1,0,0,0,0,0
148,Movie 148 (2024),Children,49000000,108,2017,0,8.8,248,3050000,0,0,0,0,1,0,0,0,0,0,0,0,0
149,Movie 149 (2024),Children|Horror,111000000,176,2001,0,3.2,76,4620000,0,0,0,0,1,0,0,0,0,0,1,0,0
150,Movie 150 (2024),Fantasy,186000000,108,2004,0,5.1,460,2520000,0,0,0,0,0,0,0,0,0,1,0,0,0
151,Movie 151 (2024),Thriller|Action,25000000,172,2009,0,8.5,208,870000,1,1,0,0,0,0,0,0,0,0,0,0,1
152,Movie 152 (2024),Horror,150000000,121,2022,0,7.9,463,3370000,0,0,0,0,0,0,0,0,0,0,1,0,0
153,Movie 153 (2024),Animation|Thriller,36000000,140,2003,0,6.6,364,3210000,1,0,0,1,0,0,0,0,0,0,0,0,1
154,Movie 154 (2024),Comedy,197000000,143,1998,1,4.9,164,1710000,0,0,0,0,0,1,0,0,0,0,0,0,0
155,Movie 155 (2024),Children|Action|Sci-Fi,74000000,179,2020,0,6.6,72,980000,1,1,0,0,1,0,0,0,0,0,0,1,0
156,Movie 156 (2024),Documentary,154000000,147,2007,0,2.6,225,4920000,1,0,0,0,0,0,0,1,0,0,0,0,0
157,Movie 157 (2024),Horror|Crime|Drama,1000000,167,2010,0,6.2,370,1870000,0,0,0,0,0,0,1,0,1,0,1,0,0
158,Movie 158 (2024),Action|Adventure|Animation,4000000,91,2016,0,7.7,366,960000,0,1,1,1,0,0,0,0,0,0,0,0,0
159,Movie 159 (2024),Children|Drama|Animation,34000000,108,2005,0,3.5,289,4640000,0,0,0,1,1,0,0,0,1,0,0,0,0
160,Movie 160 (2024),Animation,76000000,90,2024,0,8.9,232,3090000,1,0,0,1,0,0,0,0,0,0,0,0,0
161,Movie 161 (2024),Documentary|Animation,156000000,150,2022,0,8.0,283,1590000,0,0,0,1,0,0,0,1,0,0,0,0,0
162,Movie 162 (2024),Horror,155000000,99,1996,0,5.0,93,710000,0,0,0,0,0,0,0,0,0,0,1,0,0
163,Movie 163 (2024),Adventure,114000000,154,2014,0,7.7,107,2110000,1,0,1,0,0,0,0,0,0,0,0,0,0
164,Movie 164 (2024),Sci-Fi|Crime,165000000,142,1990,1,9.0,185,4750000,0,0,0,0,0,0,1,0,0,0,0,1,0
165,Movie 165 (2024),Fantasy|Horror,75000000,123,2019,1,7.7,399,3920000,0,0,0,0,0,0,0,0,0,1,1,0,0
166,Movie 166 (2024),Documentary|Adventure|Fantasy,128000000,139,2023,1,10.0,474,3420000,0,0,1,0,0,0,0,1,0,1,0,0,0
167,Movie 167 (2024),Sci-Fi|Animation|Horror,9000000,175,2017,0,6.4,46,4540000,0,0,0,1,0,0,0,0,0,0,1,1,0
168,Movie 168 (2024),Documentary|Fantasy|Adventure,46000000,99,1996,0,4.8,472,4600000,1,0,1,0,0,0,0,1,0,1,0,0,0
169,Movie 169 (2024),Fantasy|Sci-Fi|Thriller,115000000,128,2007,0,3.8,167,1210000,1,0,0,0,0,0,0,0,0,1,0,1,1
170,Movie 170 (2024),Animation,73000000,162,2008,0,4.8,45,2570000,1,0,0,1,0,0,0,0,0,0,0,0,0
171,Movie 171 (2024),Horror|Comedy,71000000,109,2000,0,3.0,462,880000,1,0,0,0,0,1,0,0,0,0,1,0,0
172,Movie 172 (2024),Documentary|Drama|Thriller,40000000,174,1992,0,6.9,308,4410000,1,0,0,0,0,0,0,1,1,0,0,0,1
173,Movie 173 (2024),Sci-Fi|Action,38000000,97,2004,0,2.4,215,2580000,0,1,0,0,0,0,0,0,0,0,0,1,0
174,Movie 174 (2024),Horror|Children,105000000,142,2005,0,7.5,258,2190000,0,0,0,0,1,0,0,0,0,0,1,0,0
175,Movie 175 (2024),Comedy|Sci-Fi,40000000,125,1993,1,2.6,155,1180000,1,0,0,0,0,1,0,0,0,0,0,1,0
176,Movie 176 (2024),Documentary|Sci-Fi|Adventure,60000000,137,1997,1,4.5,151,4900000,0,0,1,0,0,0,0,1,0,0,0,1,0
177,Movie 177 (2024),Horror|Adventure|Thriller,43000000,127,2024,0,9.1,380,4500000,1,0,1,0,0,0,0,0,0,0,1,0,1
178,Movie 178 (2024),Comedy,125000000,105,1998,1,9.8,482,3800000,1,0,0,0,0,1,0,0,0,0,0,0,0
179,Movie 179 (2024),Animation,131000000,139,2007,1,9.4,99,2000000,1,0,0,1,0,0,0,0,0,0,0,0,0
180,Movie 180 (2024),Children|Sci-Fi,144000000,100,1990,0,2.2,373,2700000,1,0,0,0,1,0,0,0,0,0,0,1,0
181,Movie 181 (2024),Thriller|Crime,30000000,179,2022,0,7.6,210,2080000,1,0,0,0,0,0,1,0,0,0,0,0,1
182,Movie 182 (2024),Horror|Fantasy|Children,98000000,132,2012,0,5.1,130,2590000,0,0,0,0,1,0,0,0,0,1,1,0,0
183,Movie 183 (2024),Documentary|Fantasy|Children,167000000,138,2014,0,3.1,499,1780000,1,0,0,0,1,0,0,1,0,1,0,0,0
184,Movie 184 (2024),Drama|Crime,99000000,136,2021,0,8.4,302,1600000,0,0,0,0,0,0,1,0,1,0,0,0,0
185,Movie 185 (2024),Horror|Animation|Fantasy,153000000,98,2017,0,5.6,496,2500000,1,0,0,1,0,0,0,0,0,1,1,0,0
186,Movie 186 (2024),Animation,36000000,164,2000,0,8.2,443,800000,0,0,0,1,0,0,0,0,0,0,0,0,0
187,Movie 187 (2024),Documentary|Horror,4000000,96,1996,1,3.2,92,1860000,1,0,0,0,0,0,0,1,0,0,1,0,0
188,Movie 188 (2024),Horror,98000000,134,2007,0,9.5,264,2890000,1,0,0,0,0,0,0,0,0,0,1,0,0
189,Movie 189 (2024),Documentary|Animation,148000000,98,2020,0,9.2,78,630000,0,0,0,1,0,0,0,1,0,0,0,0,0
190,Movie 190 (2024),Drama|Sci-Fi|Animation,142000000,98,2019,1,6.3,460,4640000,0,0,0,1,0,0,0,0,1,0,0,1,0
191,Movie 191 (2024),Documentary|Crime|Action,10000000,150,1990,0,9.2,218,3570000,0,1,0,0,0,0,1,1,0,0,0,0,0
192,Movie 192 (2024),Documentary,148000000,140,1993,0,3.8,375,1580000,1,0,0,0,0,0,0,1,0,0,0,0,0
193,Movie 193 (2024),Adventure|Animation,158000000,134,2004,0,2.2,50,3800000,0,0,1,1,0,0,0,0,0,0,0,0,0
194,Movie 194 (2024),Thriller|Sci-Fi,187000000,154,1994,0,2.2,335,3190000,0,0,0,0,0,0,0,0,0,0,0,1,1
195,Movie 195 (2024),Horror|Crime|Documentary,109000000,151,1999,0,5.5,408,1890000,0,0,0,0,0,0,1,1,0,0,1,0,0
196,Movie 196 (2024),Action|Animation,126000000,105,1995,0,3.9,159,4810000,0,1,0,1,0,0,0,0,0,0,0,0,0
197,Movie 197 (2024),Thriller,93000000,109,1999,0,6.5,425,3660000,0,0,0,0,0,0,0,0,0,0,0,0,1
198,Movie 198 (2024),Crime,165000000,82,2024,0,7.7,77,1900000,0,0,0,0,0,0,1,0,0,0,0,0,0
199,Movie 199 (2024),Documentary,11000000,94,2014,0,9.9,313,3140000,1,0,0,0,0,0,0,1,0,0,0,0,0
200,Movie 200 (2024),Sci-Fi|Drama|Crime,78000000,177,2009,0,6.9,395,2770000,0,0,0,0,0,0,1,0,1,0,0,1,0
201,Movie 201 (2024),Action|Documentary|Comedy,42000000,128,2001,1,8.8,217,4060000,0,1,0,0,0,1,0,1,0,0,0,0,0
