userId,age,gender,is_premium,region
230,51,0,0,5
231,34,0,0,6
232,66,1,0,4
233,50,0,0,5
234,22,0,0,5
235,61,0,0,7
236,44,1,0,4
237,33,1,0,7
238,41,0,0,4
239,35,1,1,1
240,64,1,0,1
241,57,1,0,1
242,65,1,0,6
243,63,1,0,1
244,23,1,0,9
245,18,0,1,6
246,37,1,0,6
247,65,0,0,6
248,55,1,0,8
249,59,0,0,6
250,19,1,1,4
251,54,0,1,1
252,58,1,0,7
253,37,0,0,4
254,61,0,0,8
255,20,1,0,8
256,38,1,0,9
257,57,0,0,1
258,32,1,0,7
259,28,0,1,5
260,40,0,0,6
261,34,1,0,9
262,39,1,0,8
263,30,1,0,8
264,28,1,0,1
265,60,1,0,7
266,65,0,0,4
267,34,1,0,2
268,63,0,1,4
269,25,0,0,6
270,33,1,0,8
271,43,1,1,6
272,63,0,0,9
273,32,1,0,8
274,28,0,0,4
275,37,1,1,1
276,47,1,0,3
277,21,1,0,1
278,39,1,0,7
279,56,0,0,5
280,30,0,0,4
281,59,1,1,9
282,28,1,0,7
283,29,1,0,6
284,57,0,0,7
285,45,0,1,2
286,31,1,0,3
287,28,1,1,9
288,21,0,0,4
289,66,1,1,8
290,45,1,0,3
291,40,1,0,1
292,38,0,0,3
293,51,0,0,7
294,35,0,0,6
295,63,1,0,1
296,51,1,1,1
297,36,0,0,8
298,20,0,1,2
299,39,0,0,1
300,65,1,1,2
301,47,1,1,5
302,43,0,0,9
303,24,0,0,8
304,64,1,1,5
305,36,0,0,7
306,32,0,0,6
307,39,1,0,3
308,31,0,1,3
309,54,0,0,2
310,60,0,0,4
311,53,0,0,5
312,28,1,0,9
313,55,1,0,1
314,26,1,0,8
315,29,0,0,2
316,42,0,0,8
317,23,0,0,1
318,41,1,0,5
319,33,1,0,5
320,67,0,0,9
321,43,1,0,1
322,69,1,0,8
323,37,1,0,8
324,52,0,0,6
325,51,0,0,9
326,65,0,1,1
327,30,1,0,7
328,27,0,0,4
329,18,1,1,7
330,28,0,0,2
331,56,0,0,5
332,22,0,0,3
333,66,1,1,8
334,62,1,0,1
335,64,0,1,5
336,55,0,0,6
337,54,1,0,3
338,36,0,0,9
339,65,0,0,5
340,59,0,0,9
341,48,1,0,1
342,25,0,0,6
343,38,1,0,8
344,25,0,0,1
345,50,0,0,5
346,67,0,0,3
347,60,1,1,7
348,66,0,1,7
349,55,1,0,9
350,18,1,1,8
351,54,1,0,7
352,38,1,1,9
353,46,1,0,3
354,69,0,0,6
355,53,1,0,3
356,56,1,1,4
357,42,0,0,3
358,41,0,0,4
359,38,0,1,2
360,24,0,0,2
361,35,1,1,7
362,69,0,0,6
363,61,0,0,1
364,30,1,0,1
365,38,0,0,9
366,59,1,0,5
367,30,1,0,4
368,35,0,0,4
369,66,0,0,9
370,31,1,0,9
371,24,1,1,2
372,53,1,0,5
373,30,1,0,4
374,43,0,1,5
375,45,1,0,2
376,48,0,0,6
377,58,1,1,7
378,18,1,0,5
379,41,0,0,1
380,69,0,0,6
381,30,1,1,8
382,63,0,0,9
383,63,1,0,4
384,26,0,0,6
385,66,1,0,6
386,59,1,0,9
387,67,0,0,3
388,21,0,0,7
389,41,0,0,7
390,55,0,0,2
391,60,1,0,4
392,52,1,0,5
393,54,1,1,1
394,51,1,0,2
395,32,0,1,7
396,34,1,1,1
397,22,1,0,6
398,27,1,0,1
399,33,1,0,7
400,41,0,0,3
401,28,1,1,3
402,41,1,1,7
403,49,1,0,3
404,58,1,0,2
405,28,1,0,1
406,58,1,0,5
407,28,1,1,6
408,63,1,0,4
409,68,1,0,9
410,20,0,0,6
411,37,0,1,8
412,38,0,0,1
413,22,1,0,3
414,37,1,1,8
415,33,0,0,2
416,30,0,0,4
417,65,1,0,2
418,48,1,0,3
419,49,0,1,5
420,39,0,0,6
421,51,1,1,8
422,46,0,1,2
423,30,1,1,3
424,28,1,1,9
425,60,0,1,7
426,24,1,1,8
427,39,1,0,5
428,23,0,0,3
429,52,0,0,9
430,20,0,1,8
431,38,1,0,7
432,23,0,0,7
433,20,1,0,5
434,43,0,0,4
435,46,1,0,5
436,27,1,1,1
437,37,0,0,6
438,21,0,0,9
439,57,0,0,1
440,36,1,1,6
441,27,0,1,1
442,68,1,0,6
443,45,0,0,1
444,69,1,1,2
445,53,0,0,8
446,36,1,0,4
447,36,1,0,1
448,51,1,1,5
449,27,1,1,1
450,24,0,0,8
451,24,1,0,2
452,32,1,1,4
453,50,1,1,4
454,19,0,0,2
455,28,0,0,6
456,24,0,0,2
457,54,0,0,6
458,24,1,1,1
459,51,1,0,1
460,45,1,0,1
461,34,1,0,1
462,23,0,0,1
463,37,1,0,9
464,35,0,0,8
465,33,1,1,4
466,64,0,0,5
467,49,1,0,7
468,25,0,1,6
469,21,1,0,5
470,37,1,1,7
471,25,1,0,6
472,69,0,0,2
473,40,0,0,3
474,55,1,0,4
475,44,0,0,5
476,38,0,1,4
477,66,0,0,9
478,46,1,0,3
479,67,0,0,4
480,30,1,1,2
481,69,0,0,5
482,28,1,0,3
483,26,0,0,3
484,23,1,1,6
485,62,1,1,5
486,59,0,0,7
487,33,0,0,1
488,18,1,1,2
489,52,0,1,2
490,37,0,0,8
491,35,0,1,6
492,57,1,0,7
493,53,0,0,9
494,54,0,0,8
495,60,0,0,2
496,36,0,0,2
497,23,1,1,2
498,21,1,0,7
499,28,0,0,1
500,56,0,0,4
501,57,1,0,9
502,60,0,0,6
503,59,0,0,3
504,23,1,1,4
505,59,1,1,2
506,68,0,0,8
507,37,1,0,4
508,46,0,1,6
509,23,0,1,3
510,26,1,1,8
511,51,0,0,2
512,22,1,1,9
513,61,0,0,7
514,53,1,0,4
515,53,1,0,2
516,58,1,0,2
517,68,1,0,7
518,18,1,0,7
519,45,1,0,4
520,29,0,0,3
521,36,1,0,5
522,49,1,0,8
523,28,0,0,8
524,34,1,0,1
525,31,1,1,4
526,22,1,0,9
527,41,0,0,6
528,28,0,0,3
529,50,1,0,6
530,68,1,0,1
531,56,1,1,6
532,41,0,0,1
533,39,0,0,9
534,38,1,1,5
535,32,0,0,6
536,32,1,0,6
537,56,1,0,8
538,40,1,0,5
539,21,0,1,8
540,19,1,1,9
541,69,0,1,1
542,27,0,0,6
543,67,0,0,1
544,35,1,0,7
545,22,1,0,7
546,33,0,1,7
547,30,1,1,6
548,56,1,0,5
549,54,1,0,7
550,24,0,1,9
551,63,0,1,7
552,26,1,0,1
553,40,1,1,7
554,21,1,0,7
555,66,1,1,9
556,23,0,0,9
557,42,0,0,6
558,54,0,0,8
559,27,1,1,2
560,38,1,1,4
561,44,1,0,8
562,23,1,0,3
563,69,1,0,9
564,32,1,1,3
565,57,1,0,1
566,67,0,1,8
567,69,1,1,8
568,20,0,0,4
569,51,1,0,6
570,69,1,0,1
571,22,1,0,9
572,33,1,0,9
573,54,0,0,2
574,29,0,0,5
575,63,0,0,7
576,20,1,1,7
577,27,0,1,1
578,30,0,0,2
579,31,0,0,1
580,22,1,0,4
581,19,1,0,9
582,54,1,0,5
583,38,0,0,6
584,51,0,1,6
585,31,1,0,6
586,47,0,0,4
587,24,0,0,7
588,57,0,0,2
589,42,1,0,9
590,18,0,0,5
591,31,0,0,2
592,58,1,0,5
593,31,0,0,1
594,33,1,1,8
595,19,0,0,5
596,36,1,0,7
597,33,1,1,9
598,37,0,1,5
599,56,0,0,3
600,21,0,1,3
601,22,1,1,5
602,53,0,1,9
603,27,1,0,4
604,21,0,1,4
605,43,0,0,8
606,19,0,0,6
607,57,0,0,6
608,61,1,0,6
609,66,1,1,5
610,18,1,1,3
611,35,1,0,1
612,62,0,0,9
613,27,1,0,3
614,57,0,1,8
615,33,1,0,4
616,51,0,1,1
617,28,0,1,1
618,59,1,0,2
619,44,0,0,7
620,29,0,1,2
621,54,1,0,4
622,59,0,0,6
623,24,1,1,8
624,69,1,1,6
625,23,1,1,2
626,55,1,0,5
627,41,0,0,6
628,40,1,0,1
629,62,0,0,2
630,60,0,0,3
631,29,1,0,2
632,18,1,0,7
633,32,0,0,7
634,64,1,0,9
635,21,1,0,5
636,43,0,0,4
637,31,0,1,2
638,48,0,0,4
639,26,0,0,1
640,55,1,0,2
641,57,1,0,8
642,47,0,0,9
643,51,1,1,5
644,32,0,0,5
645,67,0,0,7
646,64,0,0,3
647,41,1,0,8
648,21,0,0,4
649,30,0,0,9
650,20,1,1,1
651,53,0,1,6
652,66,0,0,9
653,68,1,0,3
654,65,0,0,3
655,28,0,1,6
656,65,1,1,2
657,36,0,0,9
658,54,0,0,2
659,40,0,1,9
660,27,1,0,9
661,45,0,1,4
662,60,0,1,6
663,57,1,1,2
664,38,1,1,3
665,37,1,1,6
666,39,1,1,9
667,67,0,1,5
668,29,1,1,8
669,56,0,0,5
670,27,0,1,2
671,48,0,0,4
672,26,0,0,5
673,43,1,1,3
674,46,1,1,7
675,31,1,0,9
676,53,1,0,7
677,43,1,0,5
678,66,1,0,4
679,67,0,0,2
680,60,1,0,3
681,49,1,0,1
682,31,0,1,5
683,24,0,1,9
684,57,0,0,2
685,20,0,0,4
686,53,1,1,6
687,38,0,1,4
688,31,0,0,6
689,25,1,0,3
690,25,1,1,5
691,35,0,0,3
692,26,0,1,1
693,45,1,0,4
694,45,1,0,2
695,29,1,0,1
696,40,0,0,7
697,35,1,0,7
698,60,0,0,8
699,18,1,0,6
700,59,1,1,4
701,58,0,1,9
702,69,1,1,4
703,42,0,0,6
704,65,0,1,2
705,49,1,0,7
706,60,0,1,6
707,24,1,0,7
708,53,1,0,9
709,52,0,1,4
710,29,0,0,2
711,19,1,0,9
712,58,0,0,2
713,39,1,0,4
714,68,1,0,4
715,36,0,0,6
716,27,1,0,1
717,37,0,0,8
718,20,1,1,1
719,32,0,1,1
720,18,1,0,6
721,54,1,1,7
722,53,0,0,8
723,22,0,0,6
724,57,1,0,5
725,62,1,0,8
726,24,0,0,9
727,63,0,0,6
728,44,0,1,5
729,24,1,0,3
730,69,1,0,1
731,33,0,0,3
732,67,0,0,9
733,61,0,1,4
734,52,1,0,7
735,48,1,0,2
736,48,1,0,8
737,18,1,0,5
738,32,1,0,5
739,49,0,0,8
740,68,0,0,2
741,25,0,1,9
742,55,0,1,2
743,46,0,0,4
744,68,0,0,5
745,35,1,0,7
746,44,0,0,1
747,49,1,1,6
748,40,0,0,5
749,69,0,0,7
750,22,0,0,1
751,49,0,0,4
752,62,0,1,6
753,42,1,0,7
754,30,0,0,5
755,56,1,0,4
756,34,0,0,5
757,37,0,0,5
758,34,1,0,1
759,56,0,1,9
760,58,1,0,2
761,66,1,1,2
762,64,1,0,2
763,43,0,0,8
764,62,1,0,2
765,61,1,0,1
766,29,1,0,6
767,20,1,0,1
768,54,1,1,4
769,48,0,1,4
770,52,0,0,4
771,23,0,0,5
772,61,1,0,3
773,65,0,0,1
774,57,0,0,6
775,29,1,0,1
776,56,0,0,9
777,59,1,0,2
778,35,1,0,1
779,40,0,0,2
780,21,0,0,3
781,44,1,0,1
782,43,0,1,2
783,67,0,1,3
784,53,1,0,9
785,25,0,0,8
786,25,1,0,9
787,37,0,0,1
788,26,1,1,1
789,49,0,0,4
790,32,1,0,1
791,35,1,0,4
792,41,1,1,2
793,53,0,0,8
794,20,1,0,6
795,52,1,0,7
796,69,0,0,8
797,38,0,1,7
798,46,0,1,9
799,25,0,1,8
800,21,0,0,3
801,43,0,1,5
802,33,1,0,1
803,64,0,0,5
804,48,1,0,7
805,34,0,0,1
806,56,0,0,8
807,62,0,0,2
808,68,0,0,7
809,19,0,0,3
810,23,1,0,1
811,20,1,0,7
812,51,1,1,6
813,18,1,0,7
814,44,1,0,1
815,58,1,1,1
816,55,1,1,9
817,50,0,1,4
818,18,0,0,3
819,20,0,0,9
820,49,0,1,4
821,40,0,1,3
822,26,0,0,5
823,57,1,0,2
824,27,0,1,9
825,52,0,1,3
826,56,0,0,9
827,69,1,0,8
828,58,1,0,7
829,43,1,0,9
830,19,0,1,7
831,54,1,1,9
832,59,0,1,1
833,60,1,0,9
834,69,1,0,4
835,41,0,0,8
836,57,1,1,7
837,30,0,1,4
838,32,1,0,3
839,54,1,0,8
840,31,0,0,8
841,23,1,0,8
842,59,1,0,6
843,28,0,0,6
844,26,1,0,8
845,67,0,0,8
846,60,0,0,3
847,64,0,0,7
848,36,0,0,1
849,42,0,0,7
850,34,0,1,1
851,55,1,0,7
852,19,0,0,5
853,18,1,1,1
854,55,0,0,7
855,26,1,1,9
856,49,1,0,8
857,52,0,0,5
858,40,1,0,7
859,39,0,0,6
860,56,1,0,7
861,39,1,0,9
862,31,0,0,7
863,29,1,0,1
864,44,0,0,7
865,51,0,0,4
866,46,1,1,7
867,46,0,1,7
868,33,0,0,7
869,39,1,0,2
870,60,1,0,3
871,27,0,0,6
872,56,1,0,9
873,25,1,0,4
874,48,1,1,7
875,69,1,0,1
876,58,0,0,3
877,67,1,1,7
878,57,0,1,3
879,46,0,0,7
880,62,1,0,3
881,31,0,1,7
882,47,1,0,8
883,18,1,0,8
884,50,1,1,4
885,37,1,0,3
886,56,0,0,1
887,60,0,0,4
888,29,0,0,1
889,35,0,0,1
890,49,1,0,8
891,18,1,0,9
892,39,0,0,2
893,65,0,1,3
894,38,1,1,2
895,58,1,1,4
896,64,1,1,7
897,34,0,0,1
898,64,0,0,2
899,18,0,0,3
900,25,0,1,8
901,52,0,0,1
902,44,0,0,5
903,57,1,1,5
904,63,1,0,6
905,59,0,1,1
906,19,0,1,4
907,30,1,0,1
908,41,0,0,8
909,21,1,0,5
910,48,0,0,7
911,24,0,0,8
912,48,1,0,8
913,23,0,0,9
914,22,0,0,5
915,30,1,0,3
916,54,1,0,9
917,25,0,0,7
918,32,0,0,9
919,52,0,1,2
920,59,1,0,1
921,42,0,0,9
922,43,0,1,9
923,52,1,0,9
924,55,1,1,6
925,24,1,0,1
926,35,0,0,1
927,34,1,0,1
928,36,0,1,5
929,54,1,0,6
930,40,1,1,8
931,47,0,1,8
932,55,0,1,2
933,62,0,0,1
934,26,1,0,9
935,55,0,1,9
936,66,1,0,6
937,45,1,0,5
938,47,1,0,5
939,18,0,0,8
940,23,0,0,9
941,55,0,0,7
942,66,1,0,7
943,68,0,0,9
944,30,0,0,8
945,67,1,0,5
946,38,1,0,7
947,69,0,0,3
948,69,0,0,5
949,55,0,1,2
950,56,1,0,9
951,60,1,0,5
952,54,1,0,6
953,53,0,0,3
954,68,1,1,9
955,48,0,0,7
956,48,1,0,9
957,46,0,0,7
958,57,1,0,9
959,41,1,0,4
960,22,0,0,5
961,18,1,0,9
962,32,0,0,1
963,34,0,0,7
964,31,1,1,6
965,53,0,1,7
966,25,1,0,8
967,69,1,0,4
968,58,1,0,4
969,25,0,0,6
970,28,1,0,8
971,59,0,0,2
972,61,1,0,1
973,19,1,0,3
974,29,1,0,5
975,61,0,1,9
976,26,1,0,1
977,33,1,1,3
978,20,0,0,4
979,40,0,0,5
980,18,0,1,5
981,51,0,1,2
982,18,1,1,2
983,19,0,0,7
984,59,0,0,5
985,24,1,1,9
986,51,1,0,5
987,55,1,0,7
988,67,1,0,6
989,22,1,0,9
990,50,1,0,3
991,20,1,1,3
992,58,1,0,4
993,55,1,0,3
994,68,0,1,2
995,66,1,0,4
996,63,1,0,8
997,46,1,1,9
998,47,1,0,4
999,54,0,0,1
1000,32,1,0,6
1001,36,0,0,8
1002,49,0,0,8
1003,43,1,0,5
1004,39,0,0,3
1005,58,0,1,5
1006,24,1,0,6
1007,41,0,0,4
1008,36,1,0,3
1009,29,1,0,2
1010,28,1,0,7
1011,66,1,0,7
1012,39,1,0,3
1013,67,1,0,2
1014,36,0,0,3
1015,54,0,1,7
1016,44,0,1,8
1017,18,1,0,9
1018,54,0,0,7
1019,26,0,0,5
1020,46,0,0,2
1021,61,0,1,2
1022,20,1,0,1
1023,65,1,0,8
1024,35,0,0,6
1025,23,0,1,2
1026,30,0,1,5
1027,58,0,0,5
1028,26,1,0,8
1029,22,1,1,9
1030,63,0,0,6
1031,36,0,0,2
1032,29,0,0,7
1033,25,1,0,6
1034,49,1,0,5
1035,46,1,0,2
1036,37,0,1,5
1037,43,0,0,6
1038,49,1,1,7
1039,56,0,1,3
1040,23,1,0,7
1041,26,1,1,7
1042,62,0,0,5
1043,49,0,1,4
1044,46,1,1,2
1045,41,0,1,3
1046,37,1,0,3
1047,50,1,0,1
1048,59,0,1,6
1049,67,1,0,2
1050,19,1,1,3
1051,45,1,0,2
1052,61,1,1,5
1053,47,0,1,2
1054,39,0,0,8
1055,45,0,0,2
1056,43,0,0,8
1057,22,1,1,8
1058,49,0,0,8
1059,53,0,1,6
1060,66,0,0,5
1061,39,0,0,8
1062,38,1,0,4
1063,29,0,0,9
1064,62,0,0,9
1065,55,1,1,8
1066,61,0,0,6
1067,68,0,0,8
1068,48,1,1,7
1069,52,0,0,9
1070,57,1,1,2
1071,52,1,0,4
1072,48,0,0,9
1073,66,1,0,2
1074,23,0,0,5
1075,44,0,0,4
1076,66,1,0,3
1077,59,1,1,4
1078,45,1,0,5
1079,52,0,1,6
1080,48,0,0,7
1081,56,0,0,7
1082,46,1,0,8
1083,57,0,0,3
1084,55,1,1,5
1085,48,0,0,6
1086,20,0,1,8
1087,34,1,1,2
1088,44,0,0,8
1089,31,0,0,7
1090,54,1,0,1
1091,42,0,1,5
1092,36,1,0,4
1093,66,0,0,3
1094,63,0,1,9
1095,40,0,0,6
1096,28,1,0,4
1097,60,1,0,6
1098,44,1,0,8
1099,43,1,0,3
1100,36,1,0,8
1101,28,1,1,1
1102,59,1,1,2
1103,52,0,1,2
1104,30,1,0,2
1105,27,1,1,5
1106,47,0,0,7
1107,58,0,1,2
1108,20,0,1,8
1109,18,0,1,1
1110,64,0,0,8
1111,45,0,0,8
1112,66,1,1,5
1113,48,1,1,6
1114,35,0,1,7
1115,44,1,0,3
1116,58,1,0,9
1117,41,0,1,4
1118,38,0,0,8
1119,45,0,0,5
1120,32,0,1,9
1121,28,0,0,4
1122,66,1,0,6
1123,43,0,0,1
1124,39,1,1,3
1125,22,1,0,1
1126,35,0,1,1
1127,49,1,0,6
1128,55,1,1,4
1129,62,0,1,1
1130,52,1,1,5
1131,20,0,0,2
1132,27,1,0,7
1133,46,1,0,6
1134,50,0,0,8
1135,21,0,0,7
1136,57,0,1,4
1137,56,0,1,8
1138,29,0,0,5
1139,24,0,0,3
1140,25,0,0,4
1141,32,0,0,2
1142,19,0,0,7
1143,52,0,0,5
1144,45,0,0,4
1145,43,0,1,2
1146,30,1,0,1
1147,22,0,0,9
1148,52,0,0,5
1149,21,1,0,3
1150,62,0,0,7
1151,61,0,1,7
1152,44,1,0,3
1153,57,0,0,2
1154,38,0,1,3
1155,62,0,0,6
1156,23,0,1,4
1157,59,0,0,9
1158,37,0,1,5
1159,18,0,0,4
1160,20,1,1,3
1161,59,1,0,5
1162,26,0,0,9
1163,19,0,0,7
1164,34,0,1,2
1165,25,0,1,4
1166,67,1,1,2
1167,28,0,1,4
1168,37,0,1,1
1169,35,0,0,8
1170,57,1,0,3
1171,50,0,0,4
1172,60,0,1,5
1173,61,0,1,9
1174,55,1,0,1
1175,54,0,0,6
1176,63,0,0,5
1177,46,1,0,9
1178,28,1,0,4
1179,25,0,1,5
1180,45,1,0,7
1181,58,0,0,1
1182,25,0,1,4
1183,66,0,0,7
1184,51,1,0,3
1185,45,0,0,1
1186,54,0,0,8
1187,36,1,1,8
1188,42,1,0,6
1189,65,1,0,6
1190,69,1,0,6
1191,41,1,0,4
1192,41,0,0,7
1193,63,1,0,9
1194,47,0,0,3
1195,49,1,0,2
1196,32,1,0,4
1197,46,1,1,8
1198,31,0,0,2
1199,62,1,0,4
1200,28,1,0,7
1201,30,0,0,4
1202,63,0,0,8
1203,20,1,0,2
1204,37,0,0,3
1205,64,1,0,7
1206,53,0,0,7
1207,53,0,1,5
1208,69,0,1,5
1209,18,0,1,8
1210,26,1,1,5
1211,28,0,0,3
1212,69,0,0,2
1213,61,0,0,5
1214,47,0,0,9
1215,46,1,0,2
1216,29,0,0,5
1217,27,0,0,9
1218,57,1,1,6
1219,57,1,1,5
1220,51,0,0,7
1221,37,1,0,9
1222,51,1,0,7
1223,34,1,0,4
1224,34,1,0,8
1225,30,0,0,8
1226,29,1,1,1
1227,50,1,1,4
1228,49,1,0,4
1229,22,1,0,2
1230,54,1,1,1
1231,42,0,0,9
1232,54,0,0,9
1233,66,0,1,2
1234,37,1,1,9
1235,62,1,0,9
1236,45,1,1,4
1237,20,1,0,3
1238,62,0,1,2
1239,32,1,0,2
1240,68,0,1,5
1241,65,0,0,5
1242,66,1,1,2
1243,37,0,0,9
1244,69,1,0,4
1245,63,1,0,1
1246,67,0,0,5
1247,45,1,1,1
1248,25,0,1,8
1249,62,1,0,4
1250,66,0,0,6
1251,29,1,0,3
1252,49,0,0,8
1253,45,0,0,5
1254,21,0,1,4
1255,55,0,1,3
1256,46,1,0,8
1257,30,1,0,5
1258,33,0,0,6
1259,25,1,0,7
1260,44,1,0,6
1261,59,1,1,7
1262,19,1,1,7
1263,28,0,0,9
1264,28,0,0,4
1265,54,0,0,5
1266,54,1,1,6
1267,48,0,1,1
1268,31,0,0,6
1269,43,1,0,2
1270,33,1,1,5
1271,46,0,0,8
1272,46,0,0,1
1273,40,0,0,8
1274,62,0,0,4
1275,51,1,0,1
1276,34,1,0,5
1277,26,0,0,6
1278,65,1,0,2
1279,20,1,1,9
1280,50,1,0,1
1281,41,1,0,4
1282,49,0,0,4
1283,19,0,0,8
1284,53,0,0,9
1285,20,1,0,1
1286,58,0,0,8
1287,52,0,0,2
1288,51,1,0,4
1289,40,1,1,5
1290,66,0,1,8
1291,69,0,0,6
1292,59,1,0,7
1293,64,0,0,3
1294,20,0,0,4
1295,32,0,0,9
1296,22,0,1,1
1297,59,0,0,7
1298,59,0,0,2
1299,56,1,1,3
1300,19,0,1,7
1301,20,0,1,6
1302,36,1,0,6
1303,33,0,0,2
1304,61,0,1,2
1305,57,0,0,7
1306,35,1,0,2
1307,69,1,0,7
1308,19,1,0,7
1309,21,1,0,5
1310,29,0,1,3
1311,31,1,0,1
1312,21,1,0,1
1313,68,1,1,3
1314,60,1,1,2
1315,69,1,1,6
1316,31,0,0,5
1317,26,0,1,8
1318,68,1,1,4
1319,28,1,0,5
1320,30,0,0,8
1321,43,0,1,2
1322,56,0,1,2
1323,31,1,0,6
1324,61,1,0,3
1325,64,0,0,3
1326,38,1,0,8
1327,26,0,0,7
1328,40,0,0,7
1329,34,0,0,4
1330,44,1,0,5
1331,31,1,0,7
1332,50,1,0,6
1333,64,0,0,5
1334,31,0,0,3
1335,64,1,0,7
1336,42,0,0,4
1337,32,1,0,3
1338,44,0,0,3
1339,64,1,0,8
1340,21,0,1,9
1341,26,1,1,3
1342,18,1,0,7
1343,51,1,1,4
1344,34,0,1,8
1345,38,0,0,2
1346,68,0,0,9
1347,64,0,0,5
1348,67,0,1,5
1349,65,0,0,6
1350,21,0,0,9
1351,51,0,0,3
1352,32,0,0,9
1353,40,1,0,6
1354,46,0,0,6
1355,37,0,0,1
1356,46,1,1,3
1357,69,0,0,5
1358,36,1,0,4
1359,56,0,0,1
1360,39,0,1,8
